id,title,weightPerServing,dishTypes,calories,Saturated Fat/g,Sugar/g,Cholesterol/mg,Sodium/mg,Vitamin B3/mg,Selenium/?g,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/?g,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/?g,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/?g,Vitamin K/?g,Vitamin C/mg,Alcohol/g,Caffeine/g,Fat,Carbon,Protein,ingredients
68,Spaghetti with Anchovies and Breadcrumbs,101,side dish,368.35,3.01,3.61,6.85,466.25,1.76,50.81,215.72,1.31,0.09,133.02,0.08,18.6,207.05,0.23,1.38,0.73,46.48,0.16,0.41,0.13,0.53,2.7,180.1,0,12.96,1.12,0,0,7.7,59.67,13.96,"black pepper,canned anchovy,crushed red pepper,extravirgin olive oil,fat-free less-sodium chicken broth,fresh parsley,garlic,italian bread,parmesan cheese,salt,spaghetti"
69,Salad with Parmigiano-Reggiano and anchovy dressing,53,salad,475.56,6.1,1.28,9.99,702.78,3.1,6.33,217.51,3.24,0.27,247.12,0.16,210.41,936.49,0.38,1.36,0.81,72.77,0.14,1.32,0.33,7.94,4.45,7115.41,0,246.27,78.09,0,0,43.81,15.01,9.79,"anchovy,anchovy,arugula,black pepper,butter lettuce,cooking oil,food dye,frisee,garlic clove,green grams,kosher salt,kosher salt,lemon juice,olive oil,parmigiano reggiano,parmigiano reggiano,red belgian endive,red wine vinegar,salad mix,salad mix,salad mix,salad mix,salad mix,salad mix,sourdough starter,copyright,don bartletti / los angeles times,education,entertainment,loading,local,most popular,nancy silverton leads a master class in salads,opinion,place an ad,privacy policy,sports,state primary,total time: minutes,? 2016,?"
70,Anchovy and olive bruschetta,100,"lunch,main course,main dish,dinner",1067.86,20.64,21.73,139.41,2332.48,19.45,71.41,554.94,6.82,0.54,270.05,0.39,83.67,1074.02,0.3,9.21,0.14,77.08,3.09,1.4,1.23,4.26,5.43,1970.08,0.37,28.11,2.64,0,0,55.14,81.95,60.95,"anchovies in olive oil,black olives,dried herbs,extra virgin olive oil,garlic clove,herbs,italian bread,lamb rack,london broil,mozzarella cheese,olive,ready-to-serve Asian fried rice,salt and pepper,toast bread,tomato sauce,in,season,the same side of each,these salty canap?s are ideal"
71,Fried Green Tomatoes with Anchovy and Lemon,146,side dish,319.55,2.75,8.58,55.13,390.04,3.68,15.95,135.98,3,0.29,87.2,0.43,65.69,445.96,0.25,0.82,0.48,33.9,0.25,1.28,0.21,2.8,3.34,1196.79,0.28,27.21,40.38,0,0,16.9,34.3,9.07,"anchovy fillets,bread crumbs,cayenne pepper,eggs,flour,green tomatoes,kosher salt,lemon wedges,olive oil,water"
72,Chicken Caesar Salad,75,salad,533.4,8.41,0.84,110.14,105.03,0.21,11.11,71.88,1.09,0.15,28.21,0.03,17.45,98.33,0.04,0.45,0.07,7.12,0.29,0.5,0.1,8.1,0,165.71,0.66,33.16,7.17,0,0,57.04,2.96,4.36,"dijon mustard,egg,garlic clove,lemon juice,oil packed tuna,olive oil,worcestershire sauce"
73,Tomatoes With Anchovy Dressing,126,side dish,132.3,2,0.02,3,200.75,0.74,1.94,11.37,0.38,0,11.84,0,0,36,0,0,0.02,0,0,0,0,2.05,0,171.05,0,41.25,2.98,0,0,14.26,0.4,1.13,"anchovy,extra virgin olive oil,flat-leaf parsley,garlic,olive oil,salt and pepper,yellow tomatoes"
74,Salsa Verde,118,side dish,503.16,7.63,0.22,4.8,156.91,1.45,3.81,28.43,1.34,0.05,32.35,0.02,8.37,111.82,0.07,0.32,0.11,10.93,0,0.1,0.09,8.63,1.02,939.75,0,101.27,6.52,0,0,54.75,2.48,2.31,"anchovies,capers,extra virgin olive oil,fresh parsley,garlic,red pepper flakes,white wine vinegar"
75,Spaghetti with Fried Capers and Anchovies,100,"lunch,main course,main dish,dinner",761.71,5.43,3.46,3.6,628.08,3.06,74.3,233.98,2.78,0.13,56.74,0.12,39.17,344.53,0.44,1.88,1.09,74.76,0,0.58,0.2,5.68,4.86,740.38,0,150.45,15.99,0,0,38.31,87.35,16.88,"anchovy,capers,crushed red pepper,flat-leaf parsley,garlic clove,lemon juice,lemon zest,olive oil,olive oil,spaghetti"
76,White Anchovy and Crisp Pita Bread Salad,78,side dish,247.05,12.8,2.65,59.73,247.85,1.81,5.88,87.25,0.69,0.12,79.35,0.05,16.59,197.32,0.06,0.47,0.08,14.52,0.22,0.3,0.08,1.09,1.05,632.53,0.38,3.94,1.86,0,0,23.99,4.91,3.97,"anchovies,belgian endives,garlic clove,olive oil,pita breads,salt and pepper,shallot,sour cream,unsalted butter,white balsamic vinegar"
77,Burrata Salad,55,salad,100.8,1.23,4.49,2.76,35.15,0.78,0.96,47.3,0.87,0.07,98.81,0.06,47.42,322.86,0.08,0.31,0.3,20.59,0,0.51,0.26,1.12,2.28,559.78,0,16.77,71.88,0,0,6.44,9.68,2.71,"anchovies,bay leaves,buffalo mozzarella,cauliflower,chilies,fresh ginger,garlic,lemon juice,olive oil,red bell pepper,red onion,thyme,tomato,white balsamic vinegar,whole black pepper"
78,"Pickled Pepper, Anchovy & Egg Sandwich On Rye",134,side dish,256.86,2.07,4.03,187.7,452.72,2.8,36.08,178.93,2.79,0.48,84.26,0.32,99.96,236.38,0.15,1.37,0.65,35.9,0.57,1.04,0.16,0.76,4.3,437.2,1.1,34.64,3.92,0,0,7.56,34.02,12.56,"anchovy fillets,fresh parsley,hard-boiled eggs,pepper,rye bread,shallot"
79,Cook the Book: Artichokes Basted with Anchovy Butter,121,side dish,237.71,12.93,2.36,31.68,513.6,1.7,1.41,131.34,2.11,0.11,78.6,0.11,95.39,559.28,0.33,0.73,0.39,82.82,0,0.56,0.2,0.92,8.19,540.27,0.21,52.79,39.89,0,0,18.75,17.89,5.29,"anchovy,artichokes,flat-leaf parsley,fleur de sel,garlic cloves,ground pepper,kosher salt,lemon juice,lemons,unsalted butter,vegetable oil"
80,Saut?ed Radicchio,116,side dish,200.36,2.56,1.01,0,323.59,0.55,1.55,63.87,2.43,0.06,93.2,0.03,93.52,481.03,0.51,0.99,0.43,29.71,0,0.42,0.13,6.41,3.01,106.59,0,392.9,11.56,0,0,18.03,9.38,2.43,"black pepper,garlic,kosher salt,olive oil,oregano,radicchio,red wine vinegar"
81,Oven Puttanesca,200,"lunch,main course,main dish,dinner",1317.28,9.19,17.94,7.2,1292.57,7.86,113.91,480.21,4.98,0.27,151.01,0.37,110.16,1671.19,0.94,3.65,2.31,161.85,0.07,1.32,0.8,12.87,13.75,4595.08,0,76.35,70.74,0,0,65.32,151.94,30.41,"anchovy,capers,garlic,kalamata olives,kosher salt,olive oil,pasta,red pepper flakes,tomatoes"
82,"Roasted Brussels Sprouts With Capers, Walnuts And Anchovies",200,"lunch,main course,main dish,dinner",653.44,6.24,14.34,6.8,444.4,3.97,11.04,301.27,5.4,0.32,165.1,0.48,194.89,1258.97,0.62,2.17,1.8,110.32,0.07,1.1,0.79,7.33,12.52,2071.66,0,503.2,233.16,0,0,49.2,36.99,15.67,"anchovies,brussels sprouts,capers,garlic cloves,grainy mustard,honey,olive oil,red wine vinegar,salt and pepper,shallots,walnuts"
83,Labneh With Chilli And Anchovy,200,"lunch,main course,main dish,dinner",499.7,6.32,27.6,31.4,1524.96,3.54,9.84,90.3,1.98,0.19,644.04,0.21,73.3,389.61,0.13,0.72,0.51,35.24,0,0.61,0.49,1.59,3.49,3138.7,0,27.73,166.99,0,0,11.62,43.4,55.38,"anchovy fillets,bell pepper,bread,chilli,juice of lemon,low fat greek yoghurt,parsley leaves,salt"
84,Lightened-up Chicken Caesar Platter,100,"lunch,main course,main dish,dinner",1138.02,12.79,7.86,303.77,1024.51,48.98,152.55,1159.88,4.85,0.69,301.11,0.52,344.55,2504.97,0.31,3.84,0.59,171.15,1.11,6.99,3.69,9.43,6.36,20566.35,0.53,276.54,37.42,0,0,71.46,17.59,106.13,"anchovy,chicken breasts,dijon mustard,fat-free mayonnaise,garlic clove,hearts of romaine,juice of lemon,olive oil,parmesan cheese,tomatoes,worcestershire sauce"
85,Pasta With Anchovy Bread Crumb Topping,200,"lunch,main course,main dish,dinner",650.15,9.47,13.9,18.3,673.73,4.21,65.11,391.95,3.88,0.21,346.75,0.18,59.93,643.1,0.4,2.32,1.11,83.72,0.3,0.74,0.31,2.12,5.77,1007.27,0,45.07,33.68,0,0,21.79,88.97,24.54,"anchovies,cherry tomatoes,fresh parsley,garlic,olive oil,oregano,parmesan,pasta,rustic bread,salt and pepper,shallot"
86,Shrimp and Pasta Puttanesca,142,,662.45,1.82,11.01,285.76,2330.55,4.44,126.17,484.87,5.98,0.21,227.16,0.16,52.36,967.08,0.88,4.21,1.7,130.99,0.84,1.23,0.36,5.73,7.36,902.2,0,9.73,17.68,0,0,12.74,95.79,40.72,"black pepper,capers,kalamata olives,linguine,marinara sauce,olive oil,shrimp"
87,"Winter Greens, Asiago, and Anchovy Pizza",100,"lunch,main course,main dish,dinner",379.31,6.18,3.53,23.67,936.37,0.73,7.84,247.23,3.52,0.22,504.99,0.09,121.01,419.86,0.22,1.29,0.48,47.38,0.35,0.3,0.26,1.58,4.21,6351.09,0,192.59,31.51,0,0,10.63,52.07,18.84,"asiago cheese,baby spinach,canned anchovy,crushed red pepper,garlic cloves,part-skim mozzarella cheese,pizza crust,raisins,red onion,salt,turnip greens"
88,"Pappardelle with Zucchini, Anchovies and Mint",100,"lunch,main course,main dish,dinner",421.92,2.48,4.33,74.84,240.91,4.81,67.01,263.59,2.69,0.23,82.23,0.2,54.22,577.6,0.34,2.19,0.92,74.64,0.34,1.07,0.41,1.85,3.9,431.41,0.23,12.94,22.63,0,0,13.68,58.52,16.18,"anchovies,chives,coarse sea salt,crushed red pepper,garlic cloves,lemon wedges,mint,olive oil,pappardelle,zucchini"
89,Wheat Noodles with Anchovy Sauce: Bigoli en Salsa,100,"lunch,main course,main dish,dinner",734.57,5.41,3.6,166.73,695.48,6.41,88.96,565.65,7.04,0.49,145.77,0.67,123.55,734.83,0.58,4.15,4.97,189.73,0.53,1.66,0.63,4.57,14.25,2699.2,1.28,482.66,39.94,0,0,29.57,92.52,24.59,"eggs,milk,olive oil,onion,parsley,salted anchovies,whole wheat flour"
90,Tuna Caper Dip,21,"condiment,dip,spread",288.05,9.26,2.49,95.7,734.41,15.81,105.08,308.92,3.72,0.29,143.24,0.09,36.5,484.31,0.14,1.59,0.07,52.82,3.88,0.59,0.53,1.04,0.67,1861.5,2.01,248.76,22.75,0,0,17.05,3.75,31.34,"anchovies,canned tuna,capers,coarse salt,fresh parsley leaves,lemon juice,red pepper flakes,sour cream"
91,Puttanesca Baked Cod,100,"lunch,main course,main dish,dinner",726,4.77,21.22,156.48,1604.97,14.34,122.16,923.48,4.59,0.44,199.89,0.58,147.98,3400.12,0.71,3.29,1.08,213.9,3.2,1.39,1.59,11.71,11.45,6972.03,3.27,80.1,114.39,0,0,33.04,35.06,72.1,"anchovies in olive oil,capers,cod,garlic cloves,olive oil,olives,red pepper flakes,tomatoes"
92,Alex's Anchovy Bucatini,200,"lunch,main course,main dish,dinner",921.59,10.92,11.74,32.6,2009.32,8.93,94.89,409.77,4.32,0.26,277.56,0.2,60.83,616.82,0.52,2.92,1.26,100.37,0.4,0.91,0.42,5.26,5.51,787.16,0.54,103.09,26.48,0,0,43.35,102.6,30.26,"bucatini pasta,canned anchovy fillets,garlic cloves,italian bread,olive oil,parmigiano reggiano,parsley leaves,red chili flakes,roasted red bell peppers,salt,sweet onion"
94,"Onion, Anchovy And Olive Tart",113,side dish,733.07,11.69,10.82,8.8,463.2,5.48,28.01,152.16,4.12,0.36,162.5,0.45,106.62,345.11,0.21,1.1,0.78,43.55,0.12,0.28,0.23,2.88,5.08,122.92,0,37.72,10.23,0,0,49.48,61.64,12.33,"anchovy,balsamic vinegar,black olives,brown onions,brown sugar,olive oil,oregano leaves,parmesan,puff pastry"
95,Springtime Asparagus Pizza,83,side dish,143.47,3.13,2.72,14.02,380.13,0.65,3.73,82.38,1.82,0.12,77.53,0.06,18.3,82.56,0.14,0.6,0.06,9.17,0.26,0.18,0.06,0.45,1.19,423.46,0,13.51,2.44,0,0,5.59,16.28,7.66,"asparagus,chili flakes,goat cheese,lemon zest,oil-packed anchovies,pizza dough,shredded mozzarella"
96,Anchovy and Roasted-Pepper Salad with Goat Cheese,161,side dish,263.87,6.57,4.39,17.57,469.35,3.07,10.29,173.32,2.37,0.29,108.18,0.21,70.53,316.7,0.42,0.95,0.52,35.11,0.09,0.77,0.4,1.94,3.2,2257.86,0.22,8.74,183.93,0,0,15.02,21.63,11.52,"bread,capers,garlic clove,goat cheese,oil packed tuna,olive oil,olives,red bell peppers,red wine vinegar,rosemary,yellow bell peppers"
97,Farmers??Pasta,100,"lunch,main course,main dish,dinner",705.72,19.34,13.04,90.23,985.57,1.89,55.84,590.55,1.76,0.62,922.95,0.22,43.87,530.26,0.26,3.56,0.63,73.67,1.88,1.26,0.23,1.36,2.16,1287.95,3.04,73.72,5.86,0,0,36.64,58.63,35.36,"anchovy,dried bay leaves,edam cheese,flour,fresh basil leaves,fresh flat-leaf parsley,garlic,manchego cheese,mozzarella cheese,nutmeg,olive oil,parmigiano reggiano cheese,penne rigate,sea-salt,whole milk"
98,The Secret Ingredient (anchovy): Green Caesar Salad,54,salad,864.85,14.38,2.31,235.7,929.27,6.56,45.07,411.09,5.05,0.52,427.99,0.46,253.08,509.83,0.27,2.37,0.74,75.38,0.78,1.19,0.27,9.34,3.58,5641.53,1.1,208,22.05,0,0,69.75,38.54,23.26,"anchovy filets,baby spinach,baguette,dijon mustard,egg yolk,extra virgin olive oil,garlic,lemon juice,pepper,romaine,romano cheese,worcestershire sauce"
100,Pan-Seared Skirt Steak with Anchovies and Lime,200,"lunch,main course,main dish,dinner",418.51,11.5,0.21,115.81,804.18,11.19,51.3,284.55,3.71,0.46,51.62,0.17,11.18,557,0.19,9.11,0.04,47.35,2.95,0.14,0.72,1.02,0,92.95,0.41,18.83,2.49,0,0,28.95,1,38.49,"canned anchovy fillets,garlic clove,kosher salt,lime juice,olive oil,scallions,steaks,water"
101,Roasted Tomato Spaghetti,100,"lunch,main course,main dish,dinner",630.6,2.15,13.6,1.8,454.59,4.95,74.76,302.34,4.75,0.2,127.85,0.28,58.8,943.33,0.74,2.34,1.54,109.73,0,1.14,0.56,4.77,8.88,724.55,0,53.5,24.83,0,0,14.76,104.9,19.54,"anchovy,canned tomatoes,fresh parsley,garlic cloves,kalamata olives,olive oil,oregano,red onion,red pepper flakes,spaghetti"
102,Crispy Potato Salad With Chimichurri Sauce,53,salad,542.14,4.12,2.96,8.4,338.68,7.39,7.34,238.67,16.45,0.29,239.72,0.16,150.95,2274.4,1.96,2.25,2.89,135.84,0.09,1.77,1.19,4.55,13.44,2819.86,0,451,91.65,0,0,28.72,60.4,15.79,"anchovy,celery leaves,celery stalk,crushed red pepper,fresh basil,garlic cloves,lemon juice,olive oil,parsley,potatoes,salt,tomatillo"
103,"Balsamic, Caper, And Anchovy Marinade",58,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",30.49,0.42,0.38,0.2,108.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.45,0,54.64,0,12.45,2.32,0,0,3.04,0.83,0.16,"anchovies,balsamic vinegar,black peppercorns,capers,coarse salt,fresh flat-leaf parsley,lemon juice,lemon zest,olive oil,red onion"
104,"Broccolini With Anchovies, Currants &toasted Breadcrumbs",200,"lunch,main course,main dish,dinner",544.14,2.55,44.25,10.2,916.13,5.12,16.05,150.53,5.99,0.24,313.37,0.37,37.56,630.71,0.38,1.11,0.59,43.98,0.2,0.32,0.28,2.6,8.1,4619.21,0.2,13.78,240.83,0,0,16.82,79.57,18.62,"broccolini,breadcrumbs,currants,extra virgin olive oil,garlic,juice of lemon,kosher salt,oil-packed anchovies,red pepper flakes"
105,Radish And Escarole Salad With Anchovy Vinaigrette,91,side dish,171.25,2.49,0.37,1.8,214.96,0.68,1.28,23.92,0.73,0.05,37.42,0.05,83.27,219.63,0.07,0.53,0.25,11.15,0,0.55,0.02,2.78,1.94,1221.31,0,140.64,5.53,0,0,17.77,2.32,1.4,"anchovies,escarole,olive oil,radishes,red wine vinegar,salt and pepper"
106,Bagna Cauda (piedmontese Warm Garlic-anchovy Dip),30,"condiment,dip,spread",86.05,0.61,3.32,2,202.88,1.33,3.31,51.4,0.72,0.09,37.97,0.07,35.48,232.77,0.07,0.44,0.34,16.49,0,0.34,0.4,1.96,1.96,2335.59,0,6.06,99.5,0,0,4.58,9.31,2.52,"anchovy,bell pepper,blanched almonds,olive oil,salt,whole garlic"
107,The Perfect Caesar Salad,55,salad,1045.33,10.78,13.2,209.65,2007.21,12.41,76.84,712.08,14.45,1.19,696.24,1.37,1169.71,1923.01,0.63,4.71,2.11,165.37,0.74,2.3,0.82,4.79,18.2,55174.72,1.07,687.45,35.24,0,0,39.41,133.55,46.03,"anchovies,cloves garlic,coarse salt,coarse salt,crusty bread,dijon mustard,egg yolks,fresh flat-leaf parsley,garlic,lemon juice,olive oil,parmesan cheese,romaine lettuce"
109,Bittermelon With Pork And Blackbean Sauce,100,"lunch,main course,main dish,dinner",705.93,17.93,11.97,163.89,1576.47,10.43,57.21,441.59,3.24,0.59,59.78,1.71,79.62,954.73,0.17,5.94,0.21,62.94,1.6,1.76,0.96,0,4.68,459.9,0,1.81,80.64,1.7,0,49.49,22.29,42.84,"anchovies,bitter melon,black bean sauce,garlic,ground pork,mirin,miso,sugar"
110,Roasted Cauliflower With Lemon And Anchovies,162,side dish,342.52,4.11,3.65,3.75,252.17,2.51,6.98,102.63,1.72,0.17,72.67,0.22,100.47,494.93,0.12,0.73,0.4,31.72,0.09,1.1,0.32,4.07,3.72,0,0,45.47,71.13,0,0,28.52,18.03,6.21,"anchovy,cauliflower,garlic,lemon zest,olive oil,salt and pepper,seasoned breadcrumbs,water"
111,Little Gem Lettuce With House Caesar Dressing,100,"lunch,main course,main dish,dinner",848.05,9.66,14.22,5.67,693.98,5.25,17.63,380.88,10.28,0.78,423.13,0.86,1253.95,2329.69,0.51,2.76,1.64,144.34,0.1,1.67,0.91,10.32,20.4,75101.38,0,892.98,137.56,0,0,61.37,55.94,17.99,"baguette,bell pepper,champagne vinegar,dijon mustard,extra virgin olive oil,juice of lemon,olive oil,parmesan cheese,romaine lettuce,sea salt,whole garlic,worcestershire sauce"
112,Challenging Misconceptions: Potato Pizza ??A cooking blog - Kitchenist,200,"lunch,main course,main dish,dinner",376.6,8.3,2.89,81.44,234.27,3.95,19.07,239.06,6.04,0.34,225.52,0.27,90.2,828.64,0.65,1.92,1.07,55.1,0.85,0.82,0.43,1.38,4.99,1266.28,0.44,16.27,27.4,0,0,17.36,39.22,15.87,"anchovy,basil,egg,mozzarella cheese,olive oil,oregano,plain flour,potato,potatoes,summer squash,tomatoes,unsalted butter"
113,Broccoflower with Anchovies and Garlic,81,side dish,240.99,2.65,5.72,13.39,582.79,3.66,11.2,103.61,1.62,0.1,50.07,0.05,8.33,226.33,0.21,1.01,0.83,36.97,0.14,0.2,0.1,3.32,0.83,214.49,0.27,47.87,3.72,0,0,20.88,9.24,6.23,"canned anchovies,fresh parsley,garlic cloves,golden raisins,olive oil,pine nuts,red pepper flakes"
114,Tarragon Chicken with Anchovy Cream,200,"lunch,main course,main dish,dinner",199.3,4.73,1.06,72.28,358.46,9.3,29.32,236.75,0.85,0.16,82.79,0.07,10.49,408.51,0.04,0.76,0.11,31.43,0.29,1.34,0.69,0.82,0,274.15,0.21,2.84,5.4,0,0,12.22,2.08,20.25,"anchovy,chicken breasts,cr?me fra?che,lemon juice,lemon zest,olive oil,parmesan cheese,salt and pepper,tarragon,tarragon,chopsticks"
115,Slow-roasted Cauliflower With Pounded Anchovies,200,"lunch,main course,main dish,dinner",662.5,6.52,15.85,4.8,526.01,6.48,14.62,332.48,4.47,0.51,189.26,0.47,392.34,1982.56,0.31,2.26,1.33,113.44,0,4.37,1.33,7.79,14.38,2657.33,0,181.77,377.63,0,0,45.22,47.41,16.47,"anchovy,bread,cauliflower,extra virgin olive oil,garlic,parsley,bell pepper,sea salt"
116,Roasted Radishes With Anchovies,169,side dish,566.09,8.3,0.31,24,523.64,5.81,16.13,86.69,2.08,0.14,84.53,0.04,9.83,215.37,0.18,0.87,0.2,25.13,0.25,0.33,0.18,8.42,0.87,0,0,38.24,4.73,0,0,58.14,4.09,9.17,"anchovies,capers,garlic,olive oil,radishes,salt and pepper"
117,More of the same: Tricolore Eggplant Bruschetta ??A cooking blog - Kitchenist,100,"lunch,main course,main dish,dinner",424.66,8.69,10.25,41.52,1479.98,2.26,1.87,84.26,1.32,0.11,439.54,0.12,64.1,729.24,0.27,0.55,0.66,42.96,0,0.78,0.27,1.86,7.58,629.18,0,25.83,25.02,0,0,29.1,17.06,23.63,"anchovy,basil leaves,capers,cherry tomatoes,eggplant,eggplant,mozzarella balls,olive oil,sea-salt,table salt,adapted from plenty by yotam ottolenghi,when you're the bruschette"
118,"Spaghettini with Tomatoes, Anchovies and Almonds",200,"lunch,main course,main dish,dinner",574.38,4.65,5.64,10.37,452.71,2.82,50.78,299.27,2.14,0.23,158.96,0.14,41.29,557,0.43,1.93,1.13,91.75,0.11,0.55,0.24,6.55,5.46,1081.41,0,33.41,16.74,0,0,27.74,64.37,16.81,"almonds,basil leaves,beefsteak tomatoes,capers,crushed red pepper,garlic clove,oil-packed anchovies,olive oil,pecorino cheese,salt and pepper,scallions,spaghettini"
119,Gemelli with Broccoli Rabe and Anchovies,200,"lunch,main course,main dish,dinner",515.3,2.98,2.97,5.67,116.11,4.24,54.96,236.1,3.57,0.21,135.87,0.3,88.04,388.01,0.31,2,1.14,65.87,0.09,0.7,0.3,4.02,5.03,2036.61,0,181.15,16.21,0,0,20.54,66.88,15.73,"anchovy fillets,broccoli rabe,garlic cloves,gemelli,olive oil,panko,red pepper flakes"
120,"Tuscan Kale With Lemon, Parmesan & White Anchovies",53,,6996.15,229.6,350.89,45.8,5263.38,58.42,24.23,737.03,26.86,1.31,464.52,1.7,743.39,2999.69,0.98,4.17,0.48,253.52,0.6,0.54,0.31,8.32,40.16,6064.87,0,435.3,83.53,0,0,5,600.33,113.23,"anchovy,garlic,juice of lemon,kale,kosher salt,lemon,lemon zest,olive oil,parmesan cheese,red pepper flakes,rustic bread"
121,Turkey Cutlets in Anchovy-Butter Sauce,13,sauce,448.48,6.93,1.13,131.44,193.65,1.3,5.83,36.75,1.22,0.08,20.24,0.09,24.07,98.01,0.04,0.26,0.17,12.51,0,0.13,0.06,1.86,0.52,329.14,0.21,10.93,1.37,6.18,0,20.19,10.63,44.8,"anchovy paste,chives,dry white wine,flour,olive oil,shallot,turkey cutlets,unsalted butter"
122,Grilled Pork Chops with Anchovies and Swiss Chard,100,"lunch,main course,main dish,dinner",514.37,7.39,2.53,157.62,1032.29,20.38,82.02,637.76,5.65,0.65,152.05,1.61,32.72,1753.58,0.56,4.53,0.9,248.03,1.26,2.12,1.92,6.51,3.71,13907.53,1.02,1890.37,68.82,0,0,28.53,9.35,55.05,"crushed red pepper,garlic cloves,kosher salt,oil-packed anchovies,olive oil,pork chops,swiss chard"
123,Tart Green Salad with Avocado Dressing,71,salad,66.64,0.73,1.73,1.8,231.18,0.71,1.19,47.93,1.19,0.1,56.04,0.04,73.23,214.34,0.08,0.39,0.12,45.74,0.07,0.47,0.1,0.55,2.42,1036.21,0,8.51,20.77,0,0,4.27,5.67,2.59,"anchovy,avocado,chives,coarse salt,garlic,lemon balm,lemon juice,low fat buttermilk,sorrel"
124,Beets And Kale With Creamy Tofu Dressing,157,side dish,74.9,0.26,8.19,1.54,298.53,0.85,1.89,74.21,1.3,0.08,53.9,0.07,131.24,483.66,0.33,0.6,0.48,37.92,0,0.23,0.14,0.15,3.25,1459.35,0,100.45,28.61,0,0,1.37,13.68,3.62,"anchovies,beets,coarse salt,garlic,kale,lemon juice,olive oil,parmesan,silken tofu"
125,Farro & Tomato Salad With Basil & Anchovies,58,salad,374.91,3.04,1.88,0,94.35,2.52,19.09,130,1.75,0.08,32.03,0.12,22.26,280.42,0.3,1.21,0.77,50.27,0,0.29,0.18,3.25,8.41,249.34,0,20.11,9.85,0,0,21.71,41.38,5.72,"cherry tomatoes,cucumber,farro,fresh basil leaves,olive oil,pepper,salt,salt packed anchovy,sherry vinegar,water"
126,Cauliflower With A Sicilian Anchovy Crust,96,,754.54,16.49,11.93,80.26,912.25,13.17,42.06,375.47,8,0.7,336.57,1.22,282.16,1211.6,0.49,3.04,1.59,105.93,0.62,2.69,0.78,1.2,10.6,1366.75,0.43,175.02,140.65,0,0,31.16,94.38,27.06,"anchovy,bread crumbs,cauliflower,garlic,olive oil,parmesan,parsley,salt and pepper,unsalted butter"
127,My Caesar Salad. Part 2,66,salad,697.97,11.91,6.48,27.05,1155.45,4.06,26.22,368.71,3.74,0.39,496.56,0.36,210.53,484.86,0.15,1.96,0.53,55.57,0.46,0.73,0.38,7.31,4.57,8895.78,0.18,102.93,100.34,0,0,51.73,38.38,21.73,"anchovy,balsamic vinegar,bell pepper,crusty bread,dijon mustard,garlic,juice of lemon,olive oil,olive oil,parmesan cheese,parmesan cheese,romaine hearts,salt,salt,worcestershire sauce"
128,Avocado And Prawn Open Lasagna With Anchovy Butter,100,"lunch,main course,main dish,dinner",789.94,19.44,6.84,254.87,791.67,5.83,39.8,309.81,3.76,0.39,165.5,0.21,218.94,1338.23,0.63,3.21,0.75,102.21,0.66,3.36,0.85,8.84,15.89,3300.07,0.46,57.32,126.36,0,0,65.78,26.98,22.5,"anchovy,avocado,bell pepper,chives,egg,extra-virgin olive oil,lemon juice,prawn,red wine vinegar,sea salt,shallot,unsalted butter"
129,Roasted Poussins with Anchovy-Mustard Pan Sauce,101,side dish,61.8,2.58,0.87,12.03,310.88,1.05,3.57,25.85,0.6,0.06,13.28,0.05,7.88,90.77,0.04,0.19,0.06,8.21,0,0,0.06,0.45,0.67,730.14,0,14.37,2.23,0,0,4.69,3.48,1.9,"anchovy,chicken stock,chives,flat-leaf parsley,flour,salt and pepper,shallots,sweet paprika,thyme,unsalted butter,whole-grain mustard,poussins"
130,Anchovy and White Bean Pizza,100,"lunch,main course,main dish,dinner",3552.08,37.33,25.18,56.69,9485.28,13.25,51.16,568.36,44.59,0.47,1686.24,0.43,236.64,1350.5,0.6,3.51,1.26,178.32,0.65,1.51,0.66,6.58,34.63,2497.24,1.03,39.25,103.51,0,0,5,714.75,162.02,"canned anchovies,canned great northern beans,garlic clove,lemon juice,olive oil,oregano,parmesan cheese,pepper,bell pepper,pizza crust,red onion"
131,"Ribeye Steaks and Mushrooms with a Herb, Citrus, and Anchovy Butter",100,"lunch,main course,main dish,dinner",613.44,22.95,3.59,132.73,849.18,7.67,31.51,216.54,2.86,0.42,52.79,0.17,50.94,575.5,0.18,6.26,0.14,41.65,1.97,0.55,0.73,5.95,2.84,3462.41,0.56,62.92,113.61,0,0,53.32,7.68,25.71,"anchovy filets,chives,garlic,grapeseed oil,kosher salt,kosher salt,lemon zest,mushrooms,orange zest,parsley,bell pepper,ribeye steaks,unsalted butter"
132,Spaghetti with Anchovies and Bread Crumbs (Spaghetti con Acciughe e Mollica),93,side dish,378.18,2.15,2.47,0,304.24,1.73,38.73,130.31,1.46,0.08,36.81,0.16,23.92,179.09,0.21,1,0.66,36.76,0,0.33,0.15,2.06,2.43,137.99,0,26.08,10.12,0,0,14.99,50.93,9.44,"bread crumbs,chiles,flat-leaf parsley,garlic cloves,olive oil,salt packed anchovies,spaghetti"
